time,episode,wins,winrate
18:40:32,172,12,0.06936416184971098
18:40:33,173,12,0.06896551724137931
18:40:35,174,13,0.07428571428571429
18:40:37,175,13,0.07386363636363637
18:40:38,176,13,0.07344632768361582
18:40:40,177,14,0.07865168539325842
18:40:41,178,14,0.0782122905027933
18:40:42,179,14,0.07777777777777778
18:40:43,180,14,0.07734806629834254
18:40:44,181,14,0.07692307692307693
18:40:45,182,14,0.07650273224043716
18:40:47,183,14,0.07608695652173914
