time,episode,wins,winratetime
12:50:23,367,357,0.970108695652174
12:50:23,368,358,0.9701897018970189
12:50:24,369,359,0.9702702702702702
12:50:24,370,360,0.9703504043126685
12:50:25,371,361,0.9704301075268817
12:50:25,372,362,0.9705093833780161
12:50:26,373,363,0.9705882352941176
12:50:26,374,364,0.9706666666666667
12:50:26,375,365,0.9707446808510638
12:50:27,376,366,0.9708222811671088
12:50:27,377,367,0.9708994708994709
12:50:28,378,368,0.9709762532981531
12:50:28,379,369,0.9710526315789474
12:50:29,380,370,0.9711286089238845
12:50:29,381,371,0.9712041884816754
12:50:29,382,372,0.9712793733681462
12:50:30,383,373,0.9713541666666666
12:50:30,384,374,0.9714285714285714
12:50:31,385,375,0.9715025906735751
12:50:31,386,376,0.9715762273901809
12:50:32,387,376,0.9690721649484536
12:50:32,388,377,0.9691516709511568
12:50:33,389,378,0.9692307692307692
12:50:33,390,379,0.969309462915601
12:50:34,391,380,0.9693877551020408
12:50:34,392,381,0.9694656488549618
12:50:34,393,382,0.9695431472081218
12:50:35,394,383,0.9696202531645569
12:50:35,395,384,0.9696969696969697
12:50:36,396,385,0.9697732997481109
12:50:36,397,385,0.9673366834170855
12:50:37,398,386,0.9674185463659147
12:50:37,399,387,0.9675
12:50:37,400,388,0.9675810473815462
12:50:38,401,389,0.9676616915422885
12:50:38,402,390,0.967741935483871
12:50:38,403,391,0.9678217821782178
12:50:39,404,392,0.9679012345679012
12:50:39,405,393,0.9679802955665024
12:50:40,406,394,0.9680589680589681
12:50:40,407,395,0.9681372549019608
12:50:41,408,396,0.9682151589242054
12:50:41,409,397,0.9682926829268292
12:50:42,410,398,0.9683698296836983
12:50:42,411,399,0.9684466019417476
12:50:42,412,400,0.9685230024213075
12:50:43,413,401,0.9685990338164251
12:50:43,414,402,0.9686746987951808
12:50:44,415,403,0.96875
12:50:44,416,404,0.9688249400479616
12:50:45,417,405,0.9688995215311005
12:50:45,418,406,0.9689737470167065
12:50:45,419,407,0.969047619047619
12:50:46,420,408,0.9691211401425178
12:50:46,421,408,0.966824644549763
12:50:47,422,409,0.966903073286052
12:50:47,423,410,0.9669811320754716
12:50:48,424,410,0.9647058823529412
12:50:48,425,411,0.9647887323943662
12:50:48,426,412,0.9648711943793911
12:50:49,427,413,0.9649532710280374
12:50:49,428,414,0.965034965034965
12:50:49,429,415,0.9651162790697675
12:50:50,430,416,0.9651972157772621
12:50:50,431,417,0.9652777777777778
12:50:51,432,418,0.9653579676674365
12:50:51,433,419,0.9654377880184332
12:50:51,434,420,0.9655172413793104
12:50:52,435,421,0.9655963302752294
12:50:52,436,422,0.965675057208238
12:50:52,437,423,0.9657534246575342
12:50:53,438,424,0.9658314350797267
12:50:53,439,425,0.9659090909090909
12:50:54,440,425,0.963718820861678
12:50:54,441,426,0.9638009049773756
12:50:54,442,427,0.963882618510158
12:50:55,443,428,0.963963963963964
12:50:55,444,429,0.9640449438202248
12:50:55,445,430,0.9641255605381166
12:50:56,446,431,0.9642058165548099
12:50:56,447,432,0.9642857142857143
12:50:56,448,433,0.9643652561247216
12:50:57,449,434,0.9644444444444444
12:50:57,450,435,0.9645232815964523
12:50:57,451,436,0.9646017699115044
12:50:58,452,437,0.9646799116997793
12:50:58,453,438,0.9647577092511013
12:50:59,454,439,0.9648351648351648
12:50:59,455,440,0.9649122807017544
12:50:59,456,441,0.9649890590809628
12:51:00,457,442,0.9650655021834061
12:51:00,458,443,0.9651416122004357
12:51:01,459,444,0.9652173913043478
12:51:01,460,445,0.96529284164859
12:51:02,461,446,0.9653679653679653
12:51:02,462,447,0.9654427645788337
12:51:02,463,448,0.9655172413793104
12:51:03,464,449,0.9655913978494624
12:51:03,465,450,0.9656652360515021
12:51:04,466,451,0.9657387580299786
12:51:04,467,452,0.9658119658119658
12:51:04,468,453,0.9658848614072495
12:51:05,469,454,0.9659574468085106
12:51:05,470,455,0.9660297239915074
12:51:05,471,456,0.9661016949152542
12:51:06,472,457,0.9661733615221987
12:51:06,473,458,0.9662447257383966
12:51:07,474,458,0.9642105263157895
12:51:07,475,459,0.9642857142857143
12:51:07,476,460,0.9643605870020965
12:51:08,477,461,0.9644351464435147
12:51:08,478,462,0.964509394572025
12:51:08,479,463,0.9645833333333333
12:51:09,480,464,0.9646569646569647
12:51:09,481,465,0.9647302904564315
12:51:09,482,466,0.9648033126293996
12:51:10,483,467,0.9648760330578512
12:51:10,484,468,0.9649484536082474
12:51:11,485,469,0.9650205761316872
12:51:11,486,470,0.9650924024640657
12:51:11,487,471,0.9651639344262295
12:51:12,488,472,0.9652351738241309
12:51:12,489,473,0.9653061224489796
12:51:12,490,474,0.9653767820773931
12:51:13,491,475,0.9654471544715447
12:51:14,492,476,0.9655172413793104
12:51:14,493,477,0.9655870445344129
12:51:15,494,478,0.9656565656565657
12:51:15,495,479,0.9657258064516129
12:51:16,496,480,0.96579476861167
12:51:16,497,481,0.9658634538152611
12:51:17,498,482,0.9659318637274549
12:51:17,499,483,0.966
12:51:18,500,484,0.9660678642714571
12:51:18,501,485,0.9661354581673307
12:51:18,502,486,0.9662027833001988
12:51:19,503,487,0.9662698412698413
12:51:19,504,488,0.9663366336633663
12:51:20,505,488,0.9644268774703557
12:51:20,506,488,0.9625246548323472
12:51:21,507,489,0.9625984251968503
12:51:21,508,490,0.962671905697446
12:51:21,509,491,0.9627450980392157
12:51:22,510,492,0.9628180039138943
12:51:22,511,493,0.962890625
12:51:23,512,494,0.9629629629629629
12:51:23,513,495,0.9630350194552529
12:51:23,514,496,0.9631067961165048
12:51:24,515,497,0.9631782945736435
12:51:24,516,498,0.9632495164410058
12:51:25,517,499,0.9633204633204633
12:51:25,518,500,0.9633911368015414
12:51:25,519,501,0.9634615384615385
12:51:25,520,502,0.963531669865643
12:51:26,521,503,0.9636015325670498
12:51:26,522,504,0.9636711281070746
12:51:27,523,505,0.9637404580152672
12:51:27,524,506,0.9638095238095238
12:51:27,525,507,0.9638783269961977
12:51:28,526,508,0.9639468690702088
12:51:28,527,509,0.9640151515151515
12:51:28,528,510,0.9640831758034026
12:51:28,529,511,0.9641509433962264
12:51:29,530,512,0.9642184557438794
12:51:29,531,513,0.9642857142857143
12:51:29,532,514,0.9643527204502814
12:51:30,533,515,0.9644194756554307
12:51:31,534,516,0.9644859813084112
12:51:31,535,517,0.9645522388059702
12:51:31,536,518,0.9646182495344506
12:51:32,537,519,0.9646840148698885
12:51:32,538,520,0.9647495361781077
12:51:32,539,521,0.9648148148148148
12:51:33,540,522,0.9648798521256932
12:51:33,541,523,0.9649446494464945
12:51:33,542,524,0.9650092081031307
12:51:34,543,525,0.9650735294117647
12:51:34,544,525,0.963302752293578
12:51:34,545,526,0.9633699633699634
12:51:35,546,527,0.9634369287020109
12:51:35,547,527,0.9616788321167883
12:51:36,548,528,0.9617486338797814
12:51:36,549,529,0.9618181818181818
12:51:37,550,530,0.9618874773139746
12:51:37,551,531,0.9619565217391305
12:51:37,552,532,0.9620253164556962
12:51:38,553,533,0.9620938628158845
12:51:38,554,534,0.9621621621621622
12:51:39,555,535,0.9622302158273381
12:51:39,556,536,0.9622980251346499
12:51:40,557,537,0.9623655913978495
12:51:40,558,538,0.962432915921288
12:51:40,559,539,0.9625
12:51:41,560,540,0.9625668449197861
12:51:41,561,541,0.9626334519572953
12:51:42,562,542,0.9626998223801065
12:51:42,563,543,0.9627659574468085
12:51:43,564,544,0.9628318584070796
12:51:43,565,545,0.9628975265017667
12:51:44,566,546,0.9629629629629629
12:51:44,567,547,0.9630281690140845
12:51:45,568,548,0.9630931458699473
12:51:45,569,549,0.9631578947368421
12:51:45,570,550,0.9632224168126094
12:51:46,571,551,0.9632867132867133
12:51:46,572,552,0.9633507853403142
12:51:46,573,553,0.9634146341463414
12:51:47,574,554,0.9634782608695652
12:51:47,575,555,0.9635416666666666
12:51:47,576,556,0.9636048526863085
12:51:48,577,557,0.9636678200692042
12:51:48,578,558,0.9637305699481865
12:51:49,579,559,0.9637931034482758
12:51:49,580,560,0.963855421686747
12:51:49,581,561,0.9639175257731959
12:51:50,582,562,0.9639794168096055
12:51:50,583,563,0.964041095890411
12:51:51,584,564,0.9641025641025641
12:51:51,585,565,0.9641638225255973
12:51:51,586,566,0.9642248722316865
12:51:52,587,567,0.9642857142857143
12:51:52,588,568,0.9643463497453311
12:51:52,589,569,0.964406779661017
12:51:53,590,570,0.9644670050761421
12:51:53,591,571,0.964527027027027
12:51:53,592,572,0.9645868465430016
12:51:54,593,573,0.9646464646464646
12:51:54,594,574,0.9647058823529412
12:51:54,595,575,0.964765100671141
12:51:55,596,576,0.964824120603015
12:51:55,597,577,0.9648829431438127
12:51:55,598,578,0.9649415692821369
12:51:56,599,579,0.965
12:51:56,600,580,0.9650582362728786
12:51:56,601,581,0.9651162790697675
12:51:57,602,582,0.9651741293532339
12:51:58,603,583,0.9652317880794702
12:51:58,604,584,0.9652892561983472
12:51:59,605,584,0.9636963696369637
12:51:59,606,585,0.9637561779242174
12:51:59,607,586,0.9638157894736842
12:52:00,608,587,0.9638752052545156
12:52:00,609,588,0.9639344262295082
12:52:00,610,589,0.9639934533551555
12:52:01,611,590,0.9640522875816994
12:52:01,612,591,0.964110929853181
12:52:02,613,592,0.9641693811074918
12:52:02,614,593,0.9642276422764228
12:52:02,615,594,0.9642857142857143
12:52:03,616,595,0.9643435980551054
12:52:03,617,596,0.9644012944983819
12:52:04,618,597,0.9644588045234249
12:52:04,619,598,0.964516129032258
12:52:04,620,599,0.964573268921095
12:52:05,621,600,0.9646302250803859
12:52:05,622,601,0.9646869983948636
12:52:06,623,602,0.9647435897435898
12:52:06,624,603,0.9648
12:52:07,625,604,0.9648562300319489
12:52:07,626,605,0.9649122807017544
12:52:08,627,606,0.964968152866242
12:52:08,628,607,0.9650238473767886
12:52:08,629,608,0.9650793650793651
12:52:09,630,608,0.9635499207606973
12:52:09,631,609,0.9636075949367089
12:52:09,632,610,0.9636650868878357
12:52:10,633,611,0.9637223974763407
12:52:10,634,612,0.9637795275590552
12:52:11,635,612,0.9622641509433962
12:52:11,636,613,0.9623233908948194
12:52:11,637,614,0.9623824451410659
12:52:12,638,615,0.9624413145539906
12:52:12,639,616,0.9625
12:52:12,640,617,0.9625585023400937
12:52:13,641,618,0.9626168224299065
12:52:13,642,619,0.9626749611197511
12:52:13,643,620,0.9627329192546584
12:52:14,644,621,0.9627906976744186
12:52:14,645,622,0.9628482972136223
12:52:15,646,623,0.9629057187017002
12:52:15,647,624,0.9629629629629629
12:52:15,648,625,0.963020030816641
12:52:16,649,626,0.963076923076923
12:52:16,650,627,0.9631336405529954
12:52:17,651,628,0.9631901840490797
12:52:17,652,628,0.9617151607963247
12:52:18,653,629,0.9617737003058104
12:52:18,654,630,0.9618320610687023
12:52:19,655,631,0.961890243902439
12:52:19,656,632,0.9619482496194824
12:52:19,657,633,0.9620060790273556
12:52:20,658,634,0.9620637329286799
12:52:20,659,635,0.9621212121212122
12:52:20,660,636,0.962178517397882
12:52:21,661,637,0.9622356495468278
12:52:21,662,638,0.9622926093514329
12:52:22,663,639,0.9623493975903614
12:52:22,664,640,0.9624060150375939
12:52:23,665,641,0.9624624624624625
12:52:23,666,642,0.9625187406296851
12:52:23,667,643,0.9625748502994012
12:52:24,668,644,0.9626307922272048
12:52:24,669,645,0.9626865671641791
12:52:25,670,646,0.96274217585693
12:52:25,671,647,0.9627976190476191
12:52:26,672,648,0.962852897473997
12:52:26,673,649,0.9629080118694362
12:52:27,674,650,0.9629629629629629
12:52:27,675,651,0.9630177514792899
12:52:28,676,652,0.9630723781388478
12:52:28,677,653,0.9631268436578171
12:52:29,678,654,0.9631811487481591
12:52:29,679,655,0.9632352941176471
12:52:30,680,656,0.9632892804698973
12:52:30,681,657,0.9633431085043989
12:52:30,682,658,0.9633967789165446
12:52:31,683,659,0.9634502923976608
12:52:31,684,660,0.9635036496350365
12:52:32,685,661,0.9635568513119533
12:52:32,686,662,0.9636098981077147
12:52:32,687,663,0.9636627906976745
12:52:33,688,664,0.9637155297532656
12:52:33,689,665,0.9637681159420289
12:52:33,690,666,0.9638205499276411
12:52:34,691,667,0.9638728323699421
12:52:34,692,668,0.963924963924964
12:52:34,693,669,0.9639769452449568
12:52:35,694,670,0.9640287769784173
12:52:35,695,670,0.9626436781609196
12:52:36,696,671,0.9626972740315638
12:52:36,697,672,0.9627507163323782
12:52:36,698,673,0.9628040057224606
12:52:37,699,674,0.9628571428571429
12:52:37,700,675,0.9629101283880172
12:52:38,701,676,0.9629629629629629
12:52:38,702,677,0.9630156472261735
12:52:39,703,678,0.9630681818181818
12:52:39,704,679,0.9631205673758865
12:52:40,705,680,0.9631728045325779
12:52:40,706,681,0.9632248939179632
12:52:41,707,682,0.963276836158192
12:52:41,708,683,0.9633286318758815
12:52:42,709,683,0.9619718309859155
12:52:42,710,684,0.9620253164556962
12:52:42,711,685,0.9620786516853933
12:52:43,712,686,0.9621318373071529
12:52:43,713,687,0.9621848739495799
12:52:44,714,688,0.9622377622377623
12:52:44,715,689,0.9622905027932961
12:52:45,716,690,0.9623430962343096
12:52:45,717,691,0.9623955431754875
12:52:45,718,692,0.9624478442280946
12:52:46,719,693,0.9625
12:52:46,720,694,0.9625520110957004
12:52:47,721,695,0.9626038781163435
12:52:47,722,696,0.9626556016597511
12:52:48,723,697,0.962707182320442
12:52:48,724,698,0.9627586206896551
12:52:48,725,699,0.9628099173553719
12:52:49,726,700,0.9628610729023384
12:52:49,727,701,0.9629120879120879
12:52:50,728,702,0.9629629629629629
12:52:50,729,703,0.963013698630137
12:52:51,730,704,0.9630642954856361
12:52:51,731,705,0.9631147540983607
12:52:52,732,706,0.9631650750341064
12:52:52,733,707,0.9632152588555858
12:52:52,734,708,0.963265306122449
12:52:53,735,709,0.9633152173913043
12:52:53,736,710,0.9633649932157394
12:52:53,737,711,0.9634146341463414
12:52:54,738,712,0.9634641407307172
12:52:54,739,713,0.9635135135135136
12:52:55,740,714,0.9635627530364372
12:52:55,741,715,0.9636118598382749
12:52:56,742,716,0.9636608344549125
12:52:56,743,717,0.9637096774193549
12:52:57,744,718,0.963758389261745
12:52:57,745,719,0.9638069705093834
12:52:57,746,720,0.963855421686747
12:52:58,747,721,0.963903743315508
12:52:58,748,722,0.9639519359145527
12:52:59,749,723,0.964
12:52:59,750,724,0.9640479360852197
12:53:00,751,725,0.964095744680851
12:53:00,752,726,0.9641434262948207
12:53:00,753,727,0.9641909814323607
12:53:01,754,728,0.9642384105960264
12:53:01,755,729,0.9642857142857143
12:53:02,756,730,0.964332892998679
